iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,invalidEcef,pAcc,ecefX_full_m,ecefY_full_m,ecefZ_full_m,timestamp_utc
233442000,86378484,-550316459,309595419,-39,-7,33,False,65134,863784.8361,-5503164.5907,3095954.1933,
233447000,86378479,-550316466,309595423,-18,-49,-14,False,65222,863784.7882000001,-5503164.6649,3095954.2286,
233452000,86378480,-550316468,309595422,-19,28,-4,False,65241,863784.7981,-5503164.6772,3095954.2196000004,
233457000,86378479,-550316463,309595416,3,-38,1,False,65249,863784.7903,-5503164.6338,3095954.1601,
233462000,86378478,-550316458,309595411,4,-11,-22,False,65149,863784.7804,-5503164.5811,3095954.1078,
233467000,86378475,-550316455,309595404,31,30,4,False,65042,863784.7531,-5503164.547,3095954.0404,
233472000,86378473,-550316450,309595396,-33,-9,-3,False,64883,863784.7267,-5503164.5009,3095953.9597,
233477000,86378469,-550316444,309595391,43,-22,-41,False,64881,863784.6943,-5503164.4422,3095953.9059,
233482000,86378465,-550316437,309595383,6,-18,-16,False,64896,863784.6506,-5503164.3718,3095953.8284,
233487000,86378458,-550316441,309595382,35,31,17,False,64887,863784.5835,-5503164.4069,3095953.8216999997,
233492000,86378453,-550316440,309595378,1,33,-33,False,64842,863784.5301,-5503164.3967,3095953.7767,
233497000,86378448,-550316436,309595369,48,-42,36,False,64803,863784.4848,-5503164.364200001,3095953.6936,
233502000,86378443,-550316437,309595367,-31,31,22,False,64626,863784.4269000001,-5503164.3669,3095953.6722,
233507000,86378441,-550316433,309595360,-5,10,28,False,65165,863784.4095000001,-5503164.329,3095953.6028,
233512000,86378432,-550316435,309595359,-42,46,-18,False,65320,863784.3158,-5503164.3454,3095953.5881999996,
233517000,86378427,-550316433,309595355,22,-32,43,False,65793,863784.2722,-5503164.3332,3095953.5543,
233522000,86378420,-550316434,309595352,-39,1,42,False,66287,863784.1961,-5503164.3399,3095953.5242,
233527000,86378414,-550316439,309595356,-49,-22,5,False,66757,863784.1351,-5503164.3922,3095953.5605,
233532000,86378406,-550316443,309595359,-3,-10,16,False,67304,863784.0597000001,-5503164.431,3095953.5916,
233537000,86378400,-550316441,309595359,-14,-7,-6,False,67955,863783.9986,-5503164.4107,3095953.5894,
233542000,86378396,-550316438,309595355,-6,15,-4,False,68459,863783.9593999999,-5503164.3785,3095953.5496,
233547000,86378396,-550316428,309595343,-47,-7,-2,False,68954,863783.9552999999,-5503164.2807,3095953.4298,
233552000,86378400,-550316407,309595325,14,-45,15,False,69367,863784.0014,-5503164.0745,3095953.2515,
233557000,86378407,-550316393,309595314,14,47,22,False,69806,863784.0713999999,-5503163.925299999,3095953.1422,
233562000,86378415,-550316383,309595307,-5,-29,-21,False,70203,863784.1495,-5503163.8329,3095953.0678999997,
233567000,86378421,-550316372,309595297,46,16,35,False,70383,863784.2146,-5503163.7184,3095952.9735000003,
233572000,86378422,-550316373,309595298,-7,-6,-29,False,70335,863784.2193,-5503163.7306,3095952.9771,
233577000,86378431,-550316360,309595286,38,22,-39,False,70547,863784.3138,-5503163.5978,3095952.8561,
233582000,86378433,-550316356,309595280,12,-25,-5,False,70636,863784.3312,-5503163.5625,3095952.7994999997,
233587000,86378436,-550316356,309595277,7,-1,16,False,70261,863784.3607,-5503163.560099999,3095952.7716,
233592000,86378443,-550316353,309595273,-27,-10,23,False,70135,863784.4273000001,-5503163.531,3095952.7323,
233597000,86378450,-550316351,309595268,25,-5,20,False,70117,863784.5025,-5503163.5105,3095952.682,
233602000,86378459,-550316348,309595262,-36,30,37,False,69798,863784.5863999999,-5503163.477000001,3095952.6237,
233607000,86378464,-550316349,309595261,29,-28,-10,False,69265,863784.6429,-5503163.4928,3095952.6089999997,
233612000,86378467,-550316353,309595261,35,-45,11,False,68803,863784.6735,-5503163.5345,3095952.6111,
233617000,86378470,-550316354,309595260,-42,19,15,False,68503,863784.6958,-5503163.5381000005,3095952.6015,
233622000,86378471,-550316353,309595255,-14,11,-40,False,68180,863784.7086,-5503163.5289,3095952.5459999996,
233627000,86378476,-550316345,309595242,26,19,-5,False,67804,863784.7626,-5503163.448100001,3095952.4195,
233632000,86378480,-550316335,309595230,49,18,-48,False,67668,863784.8049000001,-5503163.3482,3095952.2951999996,
233637000,86378485,-550316325,309595218,1,-26,-40,False,67520,863784.8500999999,-5503163.2526,3095952.176,
233642000,86378487,-550316319,309595210,-24,2,-44,False,67303,863784.8676,-5503163.189800001,3095952.0956,
233647000,86378490,-550316312,309595200,19,-33,47,False,66989,863784.9019,-5503163.1233,3095952.0047,
233652000,86378491,-550316314,309595202,26,12,-14,False,66524,863784.9126,-5503163.1388,3095952.0186,
233657000,86378493,-550316311,309595199,-10,-8,49,False,66453,863784.929,-5503163.1108,3095951.9949000003,
233662000,86378496,-550316306,309595196,13,-9,-13,False,66440,863784.9613,-5503163.0609,3095951.9587,
233667000,86378504,-550316303,309595192,33,37,41,False,66404,863785.0433,-5503163.0263,3095951.9241,
233672000,86378509,-550316302,309595188,8,25,24,False,66150,863785.0908,-5503163.017499999,3095951.8824,
233677000,86378510,-550316309,309595194,-16,-34,9,False,65751,863785.0984,-5503163.0934,3095951.9409,
233682000,86378512,-550316309,309595191,48,-47,-26,False,65354,863785.1248,-5503163.0947,3095951.9074000004,
233687000,86378513,-550316313,309595189,-32,-16,2,False,65119,863785.1268,-5503163.1316,3095951.8902000003,
233692000,86378515,-550316316,309595185,-20,-48,19,False,64989,863785.148,-5503163.1648,3095951.8519,
233697000,86378519,-550316322,309595187,11,-35,23,False,64883,863785.1910999999,-5503163.223499999,3095951.8723,
233702000,86378532,-550316319,309595184,6,-48,25,False,64888,863785.3206,-5503163.194800001,3095951.8425,
233707000,86378542,-550316319,309595183,25,-16,-29,False,64937,863785.4225,-5503163.1916000005,3095951.8271,
233712000,86378548,-550316324,309595187,-39,-2,29,False,65004,863785.4761,-5503163.2402,3095951.8729000003,
233717000,86378553,-550316328,309595191,25,47,30,False,64981,863785.5325,-5503163.2753,3095951.913,
233722000,86378551,-550316343,309595204,28,4,-1,False,64840,863785.5128,-5503163.429599999,3095952.0399,
233727000,86378552,-550316352,309595212,11,-43,42,False,64793,863785.5211,-5503163.5243,3095952.1242,
233732000,86378556,-550316349,309595212,-2,-4,12,False,64732,863785.5598,-5503163.4904000005,3095952.1212,
233737000,86378548,-550316361,309595227,-3,-35,23,False,64722,863785.4797,-5503163.6135,3095952.2723,
233742000,86378547,-550316366,309595236,15,6,-28,False,64779,863785.4715,-5503163.6594,3095952.3572,
233747000,86378546,-550316368,309595240,-21,18,42,False,64814,863785.4578999999,-5503163.6782,3095952.4041999998,
233752000,86378542,-550316374,309595249,20,-13,-38,False,64808,863785.422,-5503163.7413,3095952.4862,
233757000,86378544,-550316375,309595249,-13,47,12,False,64735,863785.4386999999,-5503163.7453,3095952.4912,
233762000,86378549,-550316371,309595246,45,26,3,False,64830,863785.4945,-5503163.7074,3095952.4603,
233767000,86378556,-550316368,309595241,14,-14,-19,False,64959,863785.5614,-5503163.6814,3095952.4081,
233772000,86378561,-550316365,309595237,-38,-49,24,False,65169,863785.6062,-5503163.6549,3095952.3724,
233777000,86378570,-550316365,309595237,19,29,-15,False,65384,863785.7019,-5503163.647100001,3095952.3685000003,
233782000,86378580,-550316367,309595240,-34,-32,-31,False,65588,863785.7966,-5503163.6732,3095952.3969,
233787000,86378585,-550316376,309595249,11,8,-26,False,65718,863785.8511,-5503163.7592,3095952.4874000004,
233792000,86378592,-550316380,309595253,38,-19,-45,False,65803,863785.9238,-5503163.801899999,3095952.5255,
233797000,86378600,-550316386,309595258,-26,31,47,False,65854,863785.9974,-5503163.8569,3095952.5847,
233802000,86378608,-550316390,309595264,14,-24,35,False,65876,863786.0813999999,-5503163.9024,3095952.6435000002,
233807000,86378618,-550316392,309595269,49,17,-45,False,66013,863786.1849000001,-5503163.9183,3095952.6855,
233812000,86378631,-550316388,309595267,-15,40,28,False,66152,863786.3085,-5503163.876,3095952.6728,
233817000,86378638,-550316389,309595271,-8,-29,-7,False,66188,863786.3792,-5503163.892899999,3095952.7092999998,
233822000,86378652,-550316381,309595267,-45,31,-12,False,66167,863786.5155,-5503163.806899999,3095952.6688,
233827000,86378659,-550316380,309595268,48,-15,-2,False,66188,863786.5948,-5503163.8015,3095952.6798,
233832000,86378668,-550316376,309595265,-33,17,42,False,66178,863786.6767000001,-5503163.7583,3095952.6541999998,
233837000,86378678,-550316369,309595264,-11,-44,47,False,66020,863786.7789,-5503163.6944,3095952.6447,
233842000,86378684,-550316370,309595268,-6,-19,-19,False,65995,863786.8393999999,-5503163.7019,3095952.6781,
233847000,86378695,-550316359,309595261,-23,-33,49,False,66039,863786.9476999999,-5503163.5933,3095952.6149,
233852000,86378699,-550316357,309595263,48,40,0,False,66080,863786.9948,-5503163.566000001,3095952.63,
233857000,86378709,-550316349,309595260,-3,-42,35,False,66125,863787.0897,-5503163.494200001,3095952.6035,
233862000,86378717,-550316342,309595256,41,-39,7,False,66113,863787.1741000001,-5503163.4239,3095952.5607000003,
233867000,86378729,-550316330,309595249,-48,-13,-40,False,66169,863787.2852,-5503163.3012999995,3095952.486,
233872000,86378738,-550316319,309595238,28,-44,34,False,66291,863787.3828,-5503163.1944,3095952.3833999997,
233877000,86378748,-550316309,309595232,4,-9,-43,False,66374,863787.4804,-5503163.0909,3095952.3156999997,
233882000,86378754,-550316298,309595223,-10,-38,-14,False,66414,863787.539,-5503162.9838000005,3095952.2286,
233887000,86378758,-550316285,309595212,8,-24,-26,False,66407,863787.5808,-5503162.852399999,3095952.1174000003,
233892000,86378760,-550316276,309595202,-13,-25,6,False,66415,863787.5987,-5503162.7625,3095952.0206,
233897000,86378764,-550316264,309595189,25,7,17,False,66435,863787.6425,-5503162.6393,3095951.8917,
233902000,86378771,-550316244,309595170,0,-48,1,False,66474,863787.71,-5503162.444800001,3095951.7001,
233907000,86378775,-550316231,309595157,-24,26,9,False,66400,863787.7476,-5503162.307399999,3095951.5708999997,
233912000,86378777,-550316216,309595143,35,11,48,False,66292,863787.7735,-5503162.1589,3095951.4348000004,
233917000,86378773,-550316206,309595137,50,-45,-21,False,66044,863787.735,-5503162.064499999,3095951.3679,
233922000,86378768,-550316199,309595129,16,-32,10,False,65474,863787.6816,-5503161.9932,3095951.291,
233927000,86378770,-550316188,309595122,-26,-45,-20,False,65117,863787.6974,-5503161.8845,3095951.2180000003,
233932000,86378771,-550316180,309595116,15,-7,38,False,65078,863787.7115,-5503161.8007,3095951.1638,
233937000,86378774,-550316170,309595107,-44,33,30,False,65083,863787.7356,-5503161.6967,3095951.073,
233942000,86378772,-550316165,309595105,47,-13,-3,False,65224,863787.7247,-5503161.6513,3095951.0497,
233947000,86378775,-550316153,309595097,-22,-29,-3,False,65308,863787.7478,-5503161.5329,3095950.9697000002,
233952000,86378778,-550316143,309595089,-42,44,-4,False,65355,863787.7758000001,-5503161.4256,3095950.8896000003,
233957000,86378773,-550316141,309595088,-48,-21,-25,False,65087,863787.7252,-5503161.4121,3095950.8775,
233962000,86378769,-550316140,309595087,-9,-24,-32,False,64892,863787.6891,-5503161.4024,3095950.8668,
233967000,86378752,-550316157,309595102,11,2,7,False,64845,863787.5211,-5503161.569800001,3095951.0207,
233972000,86378756,-550316150,309595093,-31,18,44,False,64604,863787.5569000001,-5503161.4982,3095950.9344,
233977000,86378765,-550316139,309595086,-43,8,-22,False,64596,863787.6457,-5503161.3892,3095950.8578,
233982000,86378770,-550316131,309595084,4,-39,9,False,64553,863787.7004,-5503161.3138999995,3095950.8408999997,
233987000,86378776,-550316117,309595075,21,-37,0,False,64756,863787.7621,-5503161.1737,3095950.75,
233992000,86378777,-550316112,309595073,-19,-8,16,False,64907,863787.7681,-5503161.1208,3095950.7316,
233997000,86378778,-550316105,309595070,10,-46,45,False,65181,863787.7810000001,-5503161.054599999,3095950.7045,
234002000,86378781,-550316095,309595065,46,-17,-16,False,65374,863787.8146,-5503160.9517,3095950.6484,
234007000,86378782,-550316092,309595064,46,-8,47,False,65373,863787.8245999999,-5503160.9207999995,3095950.6447,
234012000,86378779,-550316091,309595067,-41,-18,23,False,65238,863787.7859,-5503160.9118,3095950.6722999997,
234017000,86378773,-550316095,309595069,-47,-29,40,False,65187,863787.7252999999,-5503160.9529,3095950.694,
234022000,86378772,-550316096,309595071,-10,32,31,False,65246,863787.7189999999,-5503160.9568,3095950.7131,
234027000,86378770,-550316096,309595073,18,-2,-30,False,65340,863787.7017999999,-5503160.9602,3095950.727,
234032000,86378766,-550316099,309595076,15,9,30,False,65432,863787.6615,-5503160.9891,3095950.763,
234037000,86378757,-550316110,309595086,19,42,-29,False,65633,863787.5719,-5503161.095799999,3095950.8570999997,
234042000,86378745,-550316120,309595095,20,18,36,False,65698,863787.4519999999,-5503161.1982,3095950.9536,
234047000,86378727,-550316133,309595106,-1,21,5,False,65489,863787.2699000001,-5503161.3279,3095951.0605,
234052000,86378711,-550316143,309595111,39,13,-9,False,65246,863787.1139,-5503161.4287,3095951.1091,
234057000,86378700,-550316144,309595112,29,-42,-21,False,65173,863787.0029,-5503161.444200001,3095951.1179,
234062000,86378689,-550316151,309595116,-32,-16,7,False,65038,863786.8868,-5503161.5116,3095951.1607000004,
234067000,86378675,-550316159,309595122,38,-49,29,False,64656,863786.7538,-5503161.5949,3095951.2229000004,
234072000,86378662,-550316156,309595120,20,-34,8,False,64322,863786.622,-5503161.563399999,3095951.2008,
234077000,86378646,-550316173,309595126,11,-8,47,False,64146,863786.4611,-5503161.7308,3095951.2646999997,
234082000,86378640,-550316179,309595128,27,12,-19,False,64132,863786.4027,-5503161.7888,3095951.2780999998,
234087000,86378632,-550316187,309595132,29,-33,-37,False,64054,863786.3228999999,-5503161.8733,3095951.3163,
234092000,86378622,-550316201,309595143,-1,33,7,False,64043,863786.2199,-5503162.0067,3095951.4307000004,
234097000,86378617,-550316209,309595149,49,-7,-10,False,64034,863786.1749000001,-5503162.0907,3095951.489,
234102000,86378611,-550316217,309595153,-20,22,6,False,64042,863786.108,-5503162.1678,3095951.5305999997,
234107000,86378609,-550316228,309595161,-6,1,4,False,64245,863786.0893999999,-5503162.2799,3095951.6103999997,
234112000,86378603,-550316240,309595168,45,-18,-25,False,64399,863786.0345000001,-5503162.4018,3095951.6775,
234117000,86378599,-550316248,309595172,23,26,2,False,64564,863785.9923,-5503162.4774,3095951.7202000003,
234122000,86378590,-550316268,309595187,2,-22,17,False,64775,863785.9002,-5503162.6822,3095951.8717,
234127000,86378586,-550316284,309595200,-22,43,21,False,64984,863785.8578,-5503162.8357,3095952.0021,
234132000,86378574,-550316302,309595215,27,-44,-7,False,64901,863785.7427,-5503163.0243999995,3095952.1492999997,
234137000,86378566,-550316319,309595225,2,46,-20,False,64918,863785.6602,-5503163.185400001,3095952.248,
234142000,86378556,-550316337,309595240,12,-22,-45,False,64957,863785.5612000001,-5503163.3722,3095952.3955,
234147000,86378543,-550316358,309595255,13,23,-36,False,65112,863785.4313,-5503163.5777,3095952.5464,
234152000,86378530,-550316378,309595271,29,16,31,False,65241,863785.3029,-5503163.7784,3095952.7131,
234157000,86378518,-550316392,309595281,-6,-2,33,False,65383,863785.1794,-5503163.9202,3095952.8133,
234162000,86378505,-550316407,309595291,-46,16,18,False,65296,863785.0454000001,-5503164.0684,3095952.9118000004,
234167000,86378485,-550316428,309595309,32,39,16,False,65278,863784.8532,-5503164.2761,3095953.0916,
234172000,86378469,-550316451,309595326,-43,-37,-16,False,65234,863784.6856999999,-5503164.5137,3095953.2583999997,
234177000,86378454,-550316471,309595341,44,-13,8,False,65348,863784.5444,-5503164.7113,3095953.4108,
234182000,86378444,-550316487,309595355,-33,-33,36,False,65512,863784.4367,-5503164.8733,3095953.5535999998,
234187000,86378426,-550316517,309595380,-49,22,-40,False,65532,863784.2551,-5503165.1678,3095953.7959999996,
234192000,86378417,-550316536,309595393,-10,-49,32,False,65612,863784.169,-5503165.3649,3095953.9332000003,
234197000,86378407,-550316557,309595407,-36,50,25,False,65661,863784.0663999999,-5503165.565,3095954.0725,
234202000,86378396,-550316570,309595417,-10,-18,-9,False,65791,863783.9589999999,-5503165.7018,3095954.1691,
234207000,86378385,-550316582,309595431,17,-29,-46,False,65958,863783.8517,-5503165.8229,3095954.3054,
234212000,86378377,-550316594,309595439,41,31,35,False,66027,863783.7741,-5503165.9369,3095954.3935000002,
234217000,86378373,-550316602,309595445,-28,-4,8,False,66043,863783.7272,-5503166.0204,3095954.4508,
234222000,86378366,-550316619,309595459,-5,11,6,False,66048,863783.6595000001,-5503166.1889,3095954.5905999998,
234227000,86378358,-550316632,309595470,-45,-31,31,False,66105,863783.5754999999,-5503166.323100001,3095954.7031,
234232000,86378349,-550316651,309595483,-41,-13,-33,False,66141,863783.4859,-5503166.511299999,3095954.8267,
234237000,86378340,-550316669,309595496,27,-38,-43,False,66092,863783.4027,-5503166.6938000005,3095954.9557,
234242000,86378330,-550316690,309595512,-45,4,36,False,65739,863783.2955,-5503166.8996,3095955.1236,
234247000,86378320,-550316705,309595526,-3,-31,-45,False,65467,863783.1997,-5503167.0531,3095955.2555,
234252000,86378316,-550316714,309595533,-42,34,-28,False,65645,863783.1558000001,-5503167.1366,3095955.3272,
234257000,86378308,-550316725,309595542,-4,-39,0,False,65814,863783.0795999999,-5503167.2539,3095955.42,
234262000,86378299,-550316739,309595551,-28,33,39,False,65658,863782.9872,-5503167.3867,3095955.5138999997,
234267000,86378293,-550316750,309595558,-42,-44,7,False,65152,863782.9258000001,-5503167.5044,3095955.5807000003,
234272000,86378290,-550316763,309595566,-36,-4,-13,False,64649,863782.8964,-5503167.6304,3095955.6587,
234277000,86378280,-550316785,309595582,37,-13,36,False,64101,863782.8037,-5503167.851299999,3095955.8236,
234282000,86378274,-550316799,309595596,49,1,8,False,63596,863782.7449,-5503167.9899,3095955.9608,
234287000,86378269,-550316816,309595609,-28,33,-50,False,63094,863782.6871999999,-5503168.1567,3095956.085,
234292000,86378268,-550316827,309595620,-46,-25,43,False,62993,863782.6754000001,-5503168.2725,3095956.2043000003,
234297000,86378265,-550316837,309595626,-16,2,-5,False,63214,863782.6484000001,-5503168.3698,3095956.2594999997,
234302000,86378266,-550316841,309595632,48,8,-9,False,63536,863782.6648,-5503168.409200001,3095956.3191,
234307000,86378265,-550316849,309595641,48,-5,-6,False,63733,863782.6548,-5503168.4905,3095956.4094000002,
234312000,86378266,-550316848,309595640,3,34,-23,False,63308,863782.6603,-5503168.476600001,3095956.3977,
234317000,86378269,-550316840,309595636,24,4,-33,False,62794,863782.6923999999,-5503168.3996,3095956.3567,
234322000,86378272,-550316838,309595637,-22,-18,-7,False,62480,863782.7178,-5503168.3818,3095956.3693,
234327000,86378275,-550316835,309595633,-17,-6,31,False,62275,863782.7483,-5503168.3506,3095956.3331,
234332000,86378280,-550316826,309595630,-31,22,-39,False,62525,863782.7969000001,-5503168.2578,3095956.2961,
234337000,86378286,-550316812,309595623,-48,-21,-32,False,63197,863782.8552,-5503168.1221,3095956.2268,
234342000,86378290,-550316794,309595610,9,12,-18,False,63726,863782.9009,-5503167.938800001,3095956.0982,
234347000,86378293,-550316784,309595605,-32,13,-11,False,64259,863782.9268,-5503167.8387,3095956.0489,
234352000,86378298,-550316770,309595596,-18,42,-11,False,64752,863782.9782,-5503167.6958,3095955.9589,
234357000,86378302,-550316755,309595591,-30,49,-49,False,64916,863783.017,-5503167.5451,3095955.9051,
234362000,86378307,-550316738,309595581,-20,17,-19,False,65293,863783.068,-5503167.3783,3095955.8081,
234367000,86378312,-550316715,309595565,30,-27,38,False,65783,863783.123,-5503167.1527,3095955.6538,
234372000,86378317,-550316694,309595553,30,18,4,False,66457,863783.1730000001,-5503166.938200001,3095955.5303999996,
234377000,86378322,-550316680,309595547,16,36,16,False,67120,863783.2215999999,-5503166.796399999,3095955.4716000003,
234382000,86378326,-550316667,309595538,-9,15,-29,False,67830,863783.2591,-5503166.6685,3095955.3770999997,
234387000,86378329,-550316653,309595531,16,4,14,False,68578,863783.2916,-5503166.5296,3095955.3114,
234392000,86378336,-550316636,309595524,-37,-14,24,False,69202,863783.3563,-5503166.361400001,3095955.2424000003,
234397000,86378346,-550316618,309595515,13,37,-17,False,69651,863783.4613,-5503166.1762999995,3095955.1483,
234402000,86378352,-550316601,309595503,23,-5,-15,False,70478,863783.5223000001,-5503166.0105,3095955.0285,
234407000,86378364,-550316581,309595484,23,29,21,False,71329,863783.6423000001,-5503165.8071,3095954.8421,
234412000,86378374,-550316558,309595465,-44,37,8,False,72215,863783.7356,-5503165.5763,3095954.6508,
234417000,86378382,-550316542,309595452,-41,-49,28,False,73149,863783.8158999999,-5503165.4249,3095954.5228,
234422000,86378388,-550316528,309595439,-11,40,39,False,74073,863783.8789,-5503165.276000001,3095954.3939,
234427000,86378398,-550316512,309595428,-19,24,35,False,74928,863783.9781,-5503165.1176,3095954.2835,
234432000,86378406,-550316498,309595415,-23,-49,3,False,75721,863784.0577,-5503164.9849000005,3095954.1503,
234437000,86378415,-550316483,309595404,19,23,-8,False,76516,863784.1519,-5503164.8277,3095954.0392,
234442000,86378424,-550316468,309595395,17,48,6,False,77257,863784.2417,-5503164.6751999995,3095953.9506,
234447000,86378442,-550316438,309595372,-4,-33,-27,False,77996,863784.4196,-5503164.3833,3095953.7173,
234452000,86378457,-550316419,309595360,28,-10,3,False,78707,863784.5728,-5503164.191000001,3095953.6003,
234457000,86378464,-550316408,309595355,-29,-46,27,False,79355,863784.6371,-5503164.0846,3095953.5527,
234462000,86378479,-550316386,309595341,-2,-41,12,False,79998,863784.7898,-5503163.8641,3095953.4112,
234467000,86378498,-550316355,309595318,11,21,12,False,80472,863784.9811,-5503163.5479,3095953.1812,
234472000,86378509,-550316341,309595311,49,20,4,False,80912,863785.0949,-5503163.408,3095953.1103999997,
234477000,86378521,-550316324,309595302,-34,16,-36,False,81325,863785.2065999999,-5503163.2384,3095953.0164,
234482000,86378526,-550316313,309595296,41,-7,-28,False,81718,863785.2641,-5503163.1307,3095952.9572,
234487000,86378537,-550316293,309595283,-33,14,49,False,82027,863785.3667,-5503162.928599999,3095952.8349,
234492000,86378544,-550316289,309595281,-44,-8,31,False,82389,863785.4356,-5503162.890799999,3095952.8131,
234497000,86378559,-550316270,309595270,-7,-45,-44,False,82793,863785.5893,-5503162.7045,3095952.6956,
234502000,86378574,-550316258,309595262,-49,8,29,False,83252,863785.7350999999,-5503162.5792000005,3095952.6229000003,
234507000,86378581,-550316254,309595261,11,37,-15,False,83661,863785.8111,-5503162.5363,3095952.6085,
234512000,86378591,-550316247,309595257,17,30,-30,False,83840,863785.9117,-5503162.467,3095952.567,
234517000,86378609,-550316228,309595245,21,-28,-50,False,83836,863786.0921,-5503162.2828,3095952.4450000003,
234522000,86378616,-550316227,309595243,-7,40,12,False,83903,863786.1593,-5503162.266,3095952.4312,
234527000,86378634,-550316206,309595228,14,22,-42,False,84040,863786.3413999999,-5503162.0578,3095952.2758,
234532000,86378638,-550316205,309595228,36,13,-45,False,83983,863786.3836000001,-5503162.0487,3095952.2755,
234537000,86378648,-550316202,309595226,25,11,-45,False,84027,863786.4824999999,-5503162.0189,3095952.2555,
234542000,86378660,-550316197,309595221,-3,-21,35,False,84019,863786.5997,-5503161.9721,3095952.2135,
234547000,86378670,-550316191,309595217,-25,10,24,False,84009,863786.6975,-5503161.909,3095952.1724,
234552000,86378682,-550316185,309595214,-22,39,-16,False,84404,863786.8178,-5503161.8461,3095952.1384,
234557000,86378688,-550316187,309595219,-48,49,-12,False,84676,863786.8752,-5503161.8651,3095952.1888,
234562000,86378691,-550316193,309595225,-8,30,-11,False,85245,863786.9092,-5503161.927,3095952.2489,
234567000,86378695,-550316193,309595224,42,10,-46,False,85706,863786.9541999999,-5503161.929,3095952.2354,
234572000,86378693,-550316205,309595229,-26,36,-11,False,85665,863786.9274,-5503162.046399999,3095952.2889,
234577000,86378684,-550316221,309595241,47,-17,-28,False,85556,863786.8447,-5503162.2117,3095952.4072000002,
234582000,86378671,-550316245,309595258,-33,43,-29,False,85518,863786.7067,-5503162.4457,3095952.5771,
234587000,86378659,-550316269,309595275,9,0,8,False,85583,863786.5909,-5503162.69,3095952.7508,
234592000,86378656,-550316281,309595280,-44,-29,-34,False,85633,863786.5556000001,-5503162.812899999,3095952.7966,
234597000,86378648,-550316297,309595287,30,-2,45,False,85488,863786.483,-5503162.970199999,3095952.8745,
234602000,86378640,-550316315,309595298,-19,42,42,False,85294,863786.3981,-5503163.1458,3095952.9842,
234607000,86378634,-550316329,309595307,39,-41,20,False,85056,863786.3439,-5503163.2941,3095953.0719999997,
234612000,86378631,-550316336,309595310,-43,-42,-23,False,84912,863786.3057,-5503163.364200001,3095953.0977000003,
234617000,86378628,-550316345,309595317,-42,-25,-10,False,84728,863786.2758000001,-5503163.452500001,3095953.1689999998,
234622000,86378625,-550316356,309595325,-35,-7,48,False,84719,863786.2465,-5503163.560699999,3095953.2548,
234627000,86378621,-550316359,309595328,10,-40,14,False,84949,863786.211,-5503163.594,3095953.2813999997,
234632000,86378610,-550316364,309595335,43,13,-40,False,85223,863786.1043,-5503163.6387,3095953.346,
234637000,86378605,-550316360,309595333,-23,50,-47,False,85386,863786.0477,-5503163.595,3095953.3253,
234642000,86378593,-550316365,309595343,21,10,-27,False,85499,863785.9321000001,-5503163.649,3095953.4273,
234647000,86378585,-550316362,309595348,29,-36,10,False,85558,863785.8528999999,-5503163.6236000005,3095953.481,
234652000,86378586,-550316349,309595345,13,-23,-1,False,85498,863785.8613,-5503163.4923,3095953.4499000004,
234657000,86378586,-550316345,309595345,-15,28,-3,False,85381,863785.8585,-5503163.4472,3095953.4497,
234662000,86378580,-550316345,309595352,15,-24,43,False,85485,863785.8015000001,-5503163.4524,3095953.5243,
234667000,86378576,-550316341,309595356,-31,-26,-46,False,85631,863785.7569,-5503163.4126,3095953.5554,
234672000,86378570,-550316343,309595360,-5,-1,43,False,85744,863785.6995,-5503163.4300999995,3095953.6043000002,
234677000,86378564,-550316347,309595369,-1,21,-26,False,85761,863785.6399000001,-5503163.4679,3095953.6874,
234682000,86378560,-550316349,309595375,-49,30,27,False,85802,863785.5950999999,-5503163.487000001,3095953.7527,
234687000,86378563,-550316340,309595373,-35,-34,38,False,85933,863785.6265,-5503163.4034,3095953.7338,
234692000,86378558,-550316337,309595377,10,-15,13,False,86042,863785.581,-5503163.3715,3095953.7713,
234697000,86378562,-550316323,309595373,-2,41,17,False,86163,863785.6198,-5503163.225900001,3095953.7317,
234702000,86378560,-550316315,309595370,41,17,26,False,86211,863785.6041,-5503163.1483000005,3095953.7026,
234707000,86378552,-550316312,309595375,37,-26,45,False,86203,863785.5237,-5503163.1226,3095953.7545,
234712000,86378551,-550316302,309595371,-22,-17,40,False,86173,863785.5078,-5503163.021699999,3095953.714,
234717000,86378556,-550316283,309595357,-33,36,42,False,86108,863785.5567000001,-5503162.8264,3095953.5741999997,
234722000,86378553,-550316276,309595356,22,39,26,False,86253,863785.5322,-5503162.7561,3095953.5626,
234727000,86378555,-550316264,309595354,-16,-35,18,False,86370,863785.5484000001,-5503162.643499999,3095953.5418000002,
234732000,86378556,-550316252,309595349,48,27,6,False,86434,863785.5648,-5503162.5172999995,3095953.4906,
234737000,86378553,-550316245,309595347,2,24,-12,False,86504,863785.5302,-5503162.447600001,3095953.4688000004,
234742000,86378546,-550316245,309595349,4,-49,-50,False,86666,863785.4604,-5503162.4549,3095953.4850000003,
234747000,86378542,-550316245,309595347,-16,40,22,False,86964,863785.4184000001,-5503162.446,3095953.4722,
234752000,86378537,-550316246,309595347,3,34,-42,False,87008,863785.3703,-5503162.4566,3095953.4658000004,
234757000,86378524,-550316259,309595360,19,-25,26,False,87140,863785.2419,-5503162.5925,3095953.6026,
