rcvTow,week,leapS,numMeas,leapSec,clkReset,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,prValid,cpValid,halfCyc,subHalfCyc
384719.991,2401,18,31,True,False,18492079.61662956,75721973.993776,476.7529296875,0,32,3,0,52000,44,4,0,1,False,True,True,True
384719.991,2401,18,31,True,False,18536668.125837203,75904556.43519932,2134.43115234375,0,31,3,0,0,16,9,0,15,False,False,False,True
384729.991,2401,18,31,True,False,21319007.345122993,83660402.9666771,1390.9749755859375,0,1,7,0,19860,37,5,0,3,True,True,True,True
384729.991,2401,18,31,True,False,17752900.00434224,69666194.73916219,487.1045227050781,0,28,7,0,53000,43,3,0,1,False,True,True,True
384729.991,2401,18,31,True,False,18490912.75379452,72562300.98127158,456.0813293457031,0,32,7,0,53000,43,3,0,1,False,True,True,True
384729.991,2401,18,31,True,False,18873831.657300994,74064989.2581313,-95.67749786376953,0,25,7,0,16280,31,6,0,6,False,False,False,False
384729.991,2401,18,31,True,False,20909451.65879666,82053179.5828035,-2103.371337890625,0,23,7,0,0,21,9,0,15,False,False,False,True
384729.991,2401,18,31,True,False,21285443.81158838,83528653.84697244,633.5266723632812,2,29,4,0,52000,51,3,0,1,True,False,True,True
384729.991,2401,18,31,True,False,22252712.389595527,87324416.18569387,-447.4170227050781,2,33,4,0,51000,38,4,0,2,True,True,True,True
384729.991,2401,18,31,True,False,23085490.914756883,90592425.01898916,-370.466552734375,2,7,4,0,0,21,9,0,15,False,False,False,True
384729.991,2401,18,31,True,False,24290084.9173662,95319502.46478526,1415.8350830078125,2,12,4,0,50000,36,5,0,3,True,True,True,True
384729.991,2401,18,31,True,False,22396470.220695253,87888560.10674265,1483.7286376953125,2,19,4,0,30000,40,3,0,2,True,True,True,True
384729.991,2401,18,31,True,False,23488161.37727983,92172590.38936839,-1583.860595703125,2,26,4,0,0,18,9,0,15,False,False,False,True
384729.991,2401,18,31,True,False,22399582.061555866,87900771.32341814,1537.3077392578125,2,27,4,0,0,23,8,0,15,False,True,True,False
384729.991,2401,18,31,True,False,21319004.1636691,112032119.69477253,1863.1002197265625,0,1,0,0,54000,39,4,0,2,True,True,True,True
384729.991,2401,18,31,True,False,21115622.064026486,110963348.29369646,77.734375,0,2,0,0,54000,43,4,0,2,False,True,True,True
384729.991,2401,18,31,True,False,17752900.00685507,93292128.31007162,652.49365234375,0,28,0,0,54000,42,4,0,2,False,True,True,True
384729.991,2401,18,31,True,False,18490914.001764294,97170412.53928888,610.794677734375,0,32,0,0,54000,40,4,0,2,True,True,True,True
384729.991,2401,18,31,True,False,18531477.448005956,97383562.71597704,2734.405517578125,0,31,0,0,27000,34,5,0,4,False,False,False,False
384729.991,2401,18,31,True,False,21907641.858257465,115125623.94617535,-1726.46484375,0,12,0,0,21000,33,5,0,4,False,False,False,False
384729.991,2401,18,31,True,False,21285444.5423337,111855763.8165361,848.277587890625,2,29,0,0,53000,50,3,0,1,True,False,True,True
384729.991,2401,18,31,True,False,22252714.207070604,116938792.75971341,-599.156005859375,2,33,0,0,51000,40,4,0,2,False,True,True,True
384729.991,2401,18,31,True,False,23085471.47416731,121314971.11945553,-498.6894226074219,2,7,0,0,0,23,9,0,15,False,False,False,True
384729.991,2401,18,31,True,False,24290089.794632256,127645280.64894769,1896.2796630859375,2,12,0,0,50000,35,5,0,3,True,True,True,True
384729.991,2401,18,31,True,False,22396472.45327611,117694254.41279724,1986.841796875,2,19,0,0,30000,38,4,0,2,True,True,True,True
384729.991,2401,18,31,True,False,21285445.251370948,90792021.4794423,688.47265625,2,29,8,0,51000,51,3,0,1,True,False,True,True
384729.991,2401,18,31,True,False,24290086.87779346,103608161.58794887,1539.282470703125,2,12,8,0,48000,40,4,0,2,True,True,True,True
384729.991,2401,18,31,True,False,22396471.346792705,95531040.65835558,1612.62744140625,2,19,8,0,29240,36,5,0,3,True,True,True,True
384729.991,2401,18,31,True,False,21319002.055961996,87297759.23270313,1451.93994140625,0,1,3,0,53000,36,5,0,3,False,False,False,False
384729.991,2401,18,31,True,False,17752897.85475462,72695148.24365658,508.667724609375,0,28,3,0,53000,40,4,0,2,True,True,True,True
384729.991,2401,18,31,True,False,18490916.82758275,75717211.8143871,475.81787109375,0,32,3,0,53000,43,4,0,1,False,True,True,True
384729.991,2401,18,31,True,False,18531454.399967767,75883207.20980015,2124.2734375,0,31,3,0,0,17,10,0,15,False,False,False,True
384729.991,2401,18,31,True,False,18164811.485629026,74381865.8511462,-808.3125,0,10,3,0,0,27,8,0,15,False,True,True,False
384739.991,2401,18,33,True,False,21315466.491706263,83646510.93259074,1387.1641845703125,0,1,7,0,20860,38,4,0,3,True,True,True,True
384739.991,2401,18,33,True,False,17751662.87883368,69661340.09252326,483.8064270019531,0,28,7,0,54000,42,3,0,1,False,True,True,True
384739.991,2401,18,33,True,False,18489751.677381884,72557745.29181302,455.1289367675781,0,32,7,0,54000,43,3,0,2,False,True,True,True
384739.991,2401,18,33,True,False,18874081.782858804,74065973.56989966,-101.52710723876953,0,25,7,0,17280,30,6,0,6,True,False,True,False
384739.991,2401,18,33,True,False,20914814.799014453,82074225.44001399,-2098.0439453125,0,23,7,0,0,21,9,0,15,False,False,False,True
384739.991,2401,18,33,True,False,21283829.956958685,83522320.89040801,633.1726684570312,2,29,4,0,53000,51,3,0,1,True,False,True,True
384739.991,2401,18,33,True,False,22253856.027865972,87328904.48553608,-450.3496398925781,2,33,4,0,52000,38,4,0,2,True,True,True,True
384739.991,2401,18,33,True,False,23086436.39240313,90596134.87555525,-358.3523254394531,2,7,4,0,0,22,9,0,15,False,False,False,True
384739.991,2401,18,33,True,False,24286480.556255233,95305357.86799021,1413.2945556640625,2,12,4,0,51000,36,5,0,3,False,False,False,False
384739.991,2401,18,33,True,False,22392689.22547889,87873723.30465113,1483.6187744140625,2,19,4,0,31000,40,3,0,2,True,True,True,True
384739.991,2401,18,33,True,False,23911178.447265517,93832599.38837415,2661.785400390625,2,21,4,0,1000,27,7,0,8,False,False,False,False
384739.991,2401,18,33,True,False,23492203.90896078,92188453.27900903,-1584.2178955078125,2,26,4,0,0,18,9,0,15,False,False,False,True
384739.991,2401,18,33,True,False,22395668.08297657,87885411.42328931,1535.923095703125,2,27,4,0,0,24,7,0,15,False,True,True,False
384739.991,2401,18,33,True,False,21315463.959330667,112013516.51278706,1857.700439453125,0,1,0,0,55000,39,4,0,2,True,True,True,True
384739.991,2401,18,33,True,False,21115477.946726624,110962591.59069484,73.4375,0,2,0,0,55000,43,4,0,1,False,True,True,True
